time,实时出清价格
2025-11-10 01:00:00,314.999969
2025-11-10 01:15:00,313.999878
2025-11-10 01:30:00,308.514008
2025-11-10 01:45:00,310.754211
2025-11-10 02:00:00,310.728302
2025-11-10 02:15:00,300.000061
2025-11-10 02:30:00,297.000061
2025-11-10 02:45:00,295.999878
2025-11-10 03:00:00,293.000061
2025-11-10 03:15:00,289.999939
2025-11-10 03:30:00,290.000092
2025-11-10 03:45:00,290.000122
2025-11-10 04:00:00,269.999756
2025-11-10 04:15:00,269.999969
2025-11-10 04:30:00,292.000031
2025-11-10 04:45:00,293.999969
2025-11-10 05:00:00,296.999878
2025-11-10 05:15:00,300.000092
2025-11-10 05:30:00,300.000092
2025-11-10 05:45:00,310.000153
2025-11-10 06:00:00,314.000336
2025-11-10 06:15:00,313.999878
2025-11-10 06:30:00,312.180664
2025-11-10 06:45:00,310.667175
2025-11-10 07:00:00,314.724396
2025-11-10 07:15:00,317.088989
2025-11-10 07:30:00,314.887146
2025-11-10 07:45:00,310.399292
2025-11-10 08:00:00,315.683594
2025-11-10 08:15:00,314.875244
2025-11-10 08:30:00,316.527008
2025-11-10 08:45:00,315.470367
2025-11-10 09:00:00,316.428162
2025-11-10 09:15:00,316.312775
2025-11-10 09:30:00,316.284332
2025-11-10 09:45:00,315.277557
2025-11-10 10:00:00,316.198517
2025-11-10 10:15:00,319.068024
2025-11-10 10:30:00,333.035736
2025-11-10 10:45:00,318.502808
2025-11-10 11:00:00,321.347015
2025-11-10 11:15:00,321.817444
2025-11-10 11:30:00,321.425476
2025-11-10 11:45:00,330.78598
2025-11-10 12:00:00,335.034302
2025-11-10 12:15:00,346.755127
2025-11-10 12:30:00,344.414856
2025-11-10 12:45:00,323.15921
2025-11-10 13:00:00,321.361755
2025-11-10 13:15:00,320.299866
2025-11-10 13:30:00,332.46051
2025-11-10 13:45:00,330.486053
2025-11-10 14:00:00,320.298645
2025-11-10 14:15:00,320.298767
2025-11-10 14:30:00,320.22821
2025-11-10 14:45:00,331.152374
2025-11-10 15:00:00,331.529419
2025-11-10 15:15:00,320.24411
2025-11-10 15:30:00,320.243988
2025-11-10 15:45:00,321.088135
2025-11-10 16:00:00,332.999817
2025-11-10 16:15:00,338.135986
2025-11-10 16:30:00,340.0
2025-11-10 16:45:00,336.635773
2025-11-10 17:00:00,340.687347
2025-11-10 17:15:00,335.723602
2025-11-10 17:30:00,439.586365
2025-11-10 17:45:00,364.109406
2025-11-10 18:00:00,349.128906
2025-11-10 18:15:00,341.582001
2025-11-10 18:30:00,335.841125
2025-11-10 18:45:00,339.266205
2025-11-10 19:00:00,314.890137
2025-11-10 19:15:00,330.08905
2025-11-10 19:30:00,321.069702
2025-11-10 19:45:00,312.670013
2025-11-10 20:00:00,308.659851
2025-11-10 20:15:00,307.231506
2025-11-10 20:30:00,304.925385
2025-11-10 20:45:00,302.316986
2025-11-10 21:00:00,314.256378
2025-11-10 21:15:00,319.639282
2025-11-10 21:30:00,316.849213
2025-11-10 21:45:00,315.899384
2025-11-10 22:00:00,318.000031
2025-11-10 22:15:00,317.999969
2025-11-10 22:30:00,317.999817
2025-11-10 22:45:00,317.000092
2025-11-10 23:00:00,317.999969
2025-11-10 23:15:00,317.999969
2025-11-10 23:30:00,314.0
2025-11-10 23:45:00,316.999939
2025-11-11 00:00:00,297.246735
2025-11-11 00:15:00,299.061584
2025-11-11 00:30:00,300.312714
2025-11-11 00:45:00,295.000183
2025-11-11 01:00:00,296.000122
2025-11-11 01:15:00,295.999939
2025-11-11 01:30:00,300.000061
2025-11-11 01:45:00,310.000031
2025-11-11 02:00:00,314.000092
2025-11-11 02:15:00,314.999908
2025-11-11 02:30:00,314.999969
2025-11-11 02:45:00,312.000122
2025-11-11 03:00:00,314.000061
2025-11-11 03:15:00,300.000031
2025-11-11 03:30:00,299.999939
2025-11-11 03:45:00,297.999908
2025-11-11 04:00:00,297.999878
2025-11-11 04:15:00,294.000122
2025-11-11 04:30:00,297.999725
2025-11-11 04:45:00,300.0
